event-id,visible,timestamp,location-long,location-lat,locality,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
36178093362,TRUE,04:18.0,130.2098,0.1798,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093363,TRUE,20:48.0,130.1636,0.1403,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093364,TRUE,23:56.0,130.1989,0.1919,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093365,TRUE,35:09.0,130.2022,0.2286,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093366,TRUE,38:39.0,130.2113,0.2144,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093367,TRUE,05:55.0,130.1675,0.1965,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093368,TRUE,20:45.0,130.1375,0.1701,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093369,TRUE,26:15.0,130.1642,0.1709,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093370,TRUE,28:51.0,130.1751,0.1653,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093371,TRUE,25:03.0,130.1837,0.189,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093372,TRUE,26:48.0,130.2169,0.1582,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093373,TRUE,49:10.0,130.2022,0.1829,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093374,TRUE,54:10.0,130.1213,0.2184,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093375,TRUE,11:19.0,130.1366,0.2538,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093376,TRUE,34:23.0,130.1394,0.2165,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093377,TRUE,59:41.0,130.1117,0.1665,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093378,TRUE,43:12.0,130.1089,0.1359,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093379,TRUE,07:12.0,130.1405,0.1504,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093380,TRUE,32:22.0,130.0759,0.153,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093381,TRUE,29:41.0,130.108,0.1518,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093382,TRUE,54:13.0,130.0806,0.1542,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093383,TRUE,35:36.0,130.1103,0.1631,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093384,TRUE,43:41.0,130.0844,0.1519,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093385,TRUE,14:09.0,130.1196,0.2382,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093386,TRUE,14:01.0,130.0661,0.2248,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093387,TRUE,11:21.0,130.0742,0.2791,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093388,TRUE,12:35.0,130.0847,0.2046,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093389,TRUE,24:00.0,130.0771,0.1789,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093390,TRUE,44:31.0,130.0333,0.1973,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093391,TRUE,05:15.0,130.053,0.1984,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093392,TRUE,04:30.0,130.055,0.1967,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093393,TRUE,06:38.0,130.0538,0.2003,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093394,TRUE,08:57.0,130.0505,0.1939,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093395,TRUE,28:14.0,130.041,0.1992,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093396,TRUE,48:29.0,130.062,0.2245,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093397,TRUE,58:40.0,130.0475,0.2153,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093398,TRUE,06:59.0,130.0444,0.2018,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093399,TRUE,10:47.0,130.0564,0.1803,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093400,TRUE,17:35.0,130.0832,0.2003,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093401,TRUE,38:41.0,130.0822,0.1855,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093402,TRUE,44:30.0,130.0788,0.1709,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093403,TRUE,02:11.0,130.0615,0.1811,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093404,TRUE,24:46.0,130.089,0.187,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093405,TRUE,19:25.0,130.0798,0.203,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093406,TRUE,14:41.0,130.144,0.2076,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093407,TRUE,55:50.0,130.0677,0.1963,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093408,TRUE,15:39.0,130.0846,0.2072,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093409,TRUE,20:13.0,130.0723,0.2076,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093410,TRUE,21:10.0,130.0476,0.2021,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093411,TRUE,41:16.0,130.0721,0.2152,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093412,TRUE,28:13.0,130.1122,0.1838,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093413,TRUE,51:59.0,130.0826,0.1627,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093414,TRUE,29:20.0,130.0854,0.1869,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093415,TRUE,13:23.0,130.1366,0.1595,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093416,TRUE,19:13.0,130.112,0.2102,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093417,TRUE,24:36.0,130.1335,0.1853,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093418,TRUE,13:37.0,130.1236,0.2062,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093419,TRUE,43:30.0,130.1106,0.1667,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093420,TRUE,51:10.0,130.1421,0.1079,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093421,TRUE,43:11.0,130.1112,0.1433,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093422,TRUE,30:46.0,130.1121,0.1494,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093423,TRUE,00:12.0,130.1031,0.1598,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093424,TRUE,00:00.0,130.127,0.182,Raja Ampat,gps,Mobula,140909,140909,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093425,TRUE,00:00.0,130.5418,-0.5802,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093426,TRUE,58:43.0,130.5402,-0.5624,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093427,TRUE,46:11.0,130.5513,-0.5633,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093428,TRUE,16:35.0,130.5567,-0.5632,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093429,TRUE,41:50.0,130.5405,-0.572,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093430,TRUE,54:03.0,130.5521,-0.5588,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093431,TRUE,18:41.0,130.5475,-0.5626,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093432,TRUE,19:27.0,130.5317,-0.5552,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093433,TRUE,21:13.0,130.5378,-0.5583,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093434,TRUE,25:51.0,130.5572,-0.5603,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093435,TRUE,30:33.0,130.5517,-0.5592,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093436,TRUE,25:11.0,130.5095,-0.5638,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093437,TRUE,13:49.0,130.5475,-0.5641,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093438,TRUE,31:12.0,130.554,-0.562,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093439,TRUE,09:35.0,130.5708,-0.5462,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093440,TRUE,14:10.0,130.5752,-0.5469,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093441,TRUE,17:17.0,130.5619,-0.5394,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093442,TRUE,09:57.0,130.6612,-0.5283,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093443,TRUE,18:53.0,130.6616,-0.5263,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093444,TRUE,07:24.0,130.6695,-0.5266,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093445,TRUE,26:35.0,130.6863,-0.5278,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093446,TRUE,57:12.0,130.5271,-0.5666,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093447,TRUE,09:08.0,130.5477,-0.6129,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093448,TRUE,30:41.0,130.7128,-0.6906,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093449,TRUE,53:49.0,130.7248,-0.6893,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093450,TRUE,09:15.0,130.7247,-0.6871,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093451,TRUE,17:07.0,130.7251,-0.6867,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093452,TRUE,21:22.0,130.7278,-0.6806,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093453,TRUE,19:31.0,130.7222,-0.6807,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093454,TRUE,25:10.0,130.7159,-0.6825,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093455,TRUE,26:29.0,130.7246,-0.685,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093456,TRUE,53:56.0,130.6948,-0.7192,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093457,TRUE,15:13.0,130.7143,-0.7024,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093458,TRUE,56:11.0,130.7202,-0.6922,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093459,TRUE,23:35.0,130.5696,-0.6122,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093460,TRUE,58:46.0,130.5317,-0.5568,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093461,TRUE,20:17.0,130.5359,-0.5597,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093462,TRUE,58:44.0,130.5461,-0.5629,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093463,TRUE,10:51.0,130.5391,-0.5601,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093464,TRUE,25:22.0,130.5491,-0.5616,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093465,TRUE,12:40.0,130.56,-0.5628,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093466,TRUE,55:40.0,130.5568,-0.5612,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093467,TRUE,24:05.0,130.5246,-0.5315,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093468,TRUE,01:12.0,130.5419,-0.5459,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093469,TRUE,11:06.0,130.5466,-0.5422,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093470,TRUE,11:44.0,130.555,-0.5373,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093471,TRUE,13:14.0,130.5502,-0.5425,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093472,TRUE,23:15.0,130.5459,-0.5442,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093473,TRUE,27:25.0,130.5481,-0.5406,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093474,TRUE,31:33.0,130.4937,-0.6469,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093475,TRUE,00:26.0,130.5468,-0.5431,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093476,TRUE,00:46.0,130.5471,-0.5414,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093477,TRUE,29:06.0,130.548,-0.538,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093478,TRUE,58:17.0,130.5453,-0.5423,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093479,TRUE,50:07.0,130.5578,-0.5639,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093480,TRUE,02:21.0,130.5466,-0.5423,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093481,TRUE,17:20.0,130.5564,-0.5621,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093482,TRUE,42:15.0,130.5549,-0.5656,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093483,TRUE,25:15.0,130.551,-0.5588,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093484,TRUE,24:17.0,130.5064,-0.5689,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093485,TRUE,02:55.0,130.5017,-0.5561,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093486,TRUE,54:27.0,130.5548,-0.5577,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093487,TRUE,15:07.0,130.2663,-0.6567,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093488,TRUE,15:13.0,130.7216,-0.6852,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093489,TRUE,29:17.0,130.7165,-0.6846,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093490,TRUE,43:10.0,130.7143,-0.6874,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093491,TRUE,02:01.0,130.5289,-0.5533,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093492,TRUE,02:45.0,130.5513,-0.556,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093493,TRUE,30:32.0,130.5419,-0.5443,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093494,TRUE,22:15.0,130.5572,-0.564,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093495,TRUE,55:39.0,130.5246,-0.568,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093496,TRUE,33:10.0,130.5294,-0.5668,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093497,TRUE,34:11.0,130.532,-0.5674,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093498,TRUE,13:28.0,130.5307,-0.567,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093499,TRUE,24:23.0,130.5148,-0.5967,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093500,TRUE,11:32.0,130.529,-0.5706,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093501,TRUE,15:13.0,130.5311,-0.5711,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093502,TRUE,37:41.0,130.5094,-0.5666,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093503,TRUE,13:29.0,130.5491,-0.5636,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093504,TRUE,29:27.0,130.5391,-0.5599,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093505,TRUE,30:27.0,130.5516,-0.5616,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093506,TRUE,38:22.0,130.5525,-0.5644,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093507,TRUE,18:12.0,130.5537,-0.5617,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093508,TRUE,24:19.0,130.5542,-0.5618,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093509,TRUE,30:48.0,130.5553,-0.5609,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093510,TRUE,54:11.0,130.5546,-0.5615,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093511,TRUE,16:10.0,130.5574,-0.5625,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093512,TRUE,12:33.0,130.6459,-0.7257,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093513,TRUE,20:30.0,130.6622,-0.7244,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093514,TRUE,59:44.0,130.7063,-0.7985,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093515,TRUE,34:15.0,130.7309,-0.707,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093516,TRUE,47:07.0,130.7188,-0.6923,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093517,TRUE,46:37.0,130.7225,-0.69,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093518,TRUE,03:31.0,130.7268,-0.6911,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093519,TRUE,04:29.0,130.7256,-0.6891,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093520,TRUE,58:16.0,130.7235,-0.6966,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093521,TRUE,04:33.0,130.7325,-0.681,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093522,TRUE,00:20.0,130.7254,-0.6941,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093523,TRUE,34:34.0,130.6445,-0.7408,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093524,TRUE,35:53.0,130.5987,-0.6683,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093525,TRUE,34:07.0,130.5814,-0.6623,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093526,TRUE,41:24.0,130.5613,-0.659,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093527,TRUE,21:03.0,130.5576,-0.5623,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093528,TRUE,35:41.0,130.5512,-0.5611,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093529,TRUE,46:47.0,130.5523,-0.562,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093530,TRUE,02:39.0,130.5543,-0.5608,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093531,TRUE,06:23.0,130.5563,-0.563,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093532,TRUE,02:09.0,130.5476,-0.5401,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093533,TRUE,11:10.0,130.5358,-0.5807,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093534,TRUE,11:54.0,130.5348,-0.5754,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093535,TRUE,25:13.0,130.5512,-0.5615,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093536,TRUE,15:05.0,130.5545,-0.5408,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093537,TRUE,52:59.0,130.5581,-0.5616,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093538,TRUE,27:19.0,130.548,-0.561,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093539,TRUE,22:09.0,130.5559,-0.5624,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093540,TRUE,50:36.0,130.5449,-0.5861,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093541,TRUE,24:16.0,130.5428,-0.5755,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093542,TRUE,51:29.0,130.5531,-0.5602,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093543,TRUE,08:12.0,130.5542,-0.5625,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093544,TRUE,16:57.0,130.5254,-0.5674,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093545,TRUE,45:34.0,130.5421,-0.5732,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093546,TRUE,47:22.0,130.602,-0.5942,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093547,TRUE,10:24.0,130.5307,-0.5784,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
36178093548,TRUE,12:05.0,130.5355,-0.5788,Raja Ampat,gps,Mobula,142780,142780,Reef manta ray (Mobula alfredi) home range in Indonesia
